id,target
143,691.0603163
144,827.4015117
145,752.8051424
146,748.1661676
147,704.9377354
148,398.0519728
149,677.7492196
150,724.4021762
151,751.3713709
152,708.7766694
153,682.8758606
154,781.9345135
155,753.1831015
156,850.97245
157,408.539174
158,719.7618246
159,719.2003073
160,399.0419774
161,676.1005219
162,747.7899728
163,705.0188174
164,684.14761
165,765.566106
166,716.70072
167,733.2832604
168,328.4210325
169,844.1567984
170,724.351289
171,402.6262209
172,404.9839757
173,694.3823176
174,696.991172
175,767.3491536
176,295.3584524
177,675.3149794
178,522.2892679
179,700.7285355
180,540.8164844
181,687.6473791
182,674.4487133
183,718.8619254
184,702.5377409
185,750.626897
186,725.7888188
187,710.5289461
188,735.3635242
189,676.1772169
190,749.6543052
191,413.3754889
192,731.8408562
193,299.8221091
194,398.9451889
195,851.6477944
196,701.8901724
197,721.3659391
198,735.2256484
199,623.470336
200,679.2805394
201,685.9070774
202,786.7317274
203,665.8720215
204,703.3505519
205,400.9738696
206,709.489156
207,672.1389146
208,704.1721695
209,736.8099249
210,764.9168571
211,710.9663491
212,760.9472816
213,740.4935017
214,738.4871616
215,673.1202808
216,753.1352291
217,706.800145
218,715.3421873
219,843.151966
220,705.0753031
221,750.5692128
222,840.4053382
223,712.3347488
224,745.5425842
225,705.9724092
226,693.4921842
227,400.0827927
228,724.1179988
229,677.0640321
230,401.9931754
231,189.810574
232,737.1192154
233,740.7355918
234,293.8220568
235,703.9999804
236,727.9021841
237,714.8101406
238,719.2802592
239,400.8900788
240,739.5817866
241,675.824269
242,833.9768061
243,763.8021418
244,396.4359688
245,731.9093213
246,696.792742
247,768.6045806
248,697.2280621
249,409.3568542
250,690.7979286
251,703.7277766
252,392.9966923
253,675.9102649
254,722.3869008
255,736.0628843
256,410.3746747
257,681.352243
258,727.0786186
259,403.1556235
260,711.9556643
261,704.2691444
262,401.1606989
263,737.7396988
264,725.9937488
265,695.0677557
266,774.4248724
267,693.4035629
268,402.1302984
269,708.6133341
270,780.6283679
271,706.7684143
272,707.4302609
273,752.8441943
274,747.435908
275,838.0385111
276,845.992995
277,402.182075
278,393.0865617
279,676.3631489
280,211.3650929
281,402.4184763
282,722.6422222
283,841.6371252
284,855.7452735
285,704.3513163
286,851.1760681
287,844.9566295
288,713.5514134
289,750.3414491
290,737.4647124
291,714.9728207
292,714.3529964
293,700.691805
294,161.7025136
295,742.3773904
296,742.7261697
297,740.8474926
298,393.1302453
299,735.5214312
300,404.0447258
301,758.0862592
302,737.8584616
303,684.0825931
304,708.3473894
305,736.3654263
306,403.4773043
307,711.052408
308,677.2988205
309,733.3812429
310,750.9200864
311,704.3400143
312,740.5374819
313,710.7379782
314,734.9458172
315,726.7257975
316,296.7986496
317,713.1957943
318,753.724683
319,753.8716577
320,518.6084594
321,782.3959194
322,714.0278772
323,730.2894741
324,720.1833939
325,759.7641668
326,710.349978
327,696.8097581
328,703.7228526
329,846.8279082
330,675.2994328
331,757.6273995
332,769.4751036
333,729.4191376
334,704.3649465
335,716.8242026
336,731.5746446
337,739.2969278
338,539.264744
339,764.8527314
340,674.1636855
341,759.6739932
342,719.9952276
343,737.5877668
344,723.7896127
345,700.3921874
346,707.9159934
347,704.8503782
348,752.5368328
349,735.5834303
350,476.6867465
351,722.8867738
352,728.6583119
353,397.0274403
354,395.7407821
355,718.2746542
356,738.4743387
357,676.4599589
358,698.2797156
359,736.4173443
360,728.6279835
361,720.1273187
362,722.6709189
363,676.0345835
364,732.8910157
365,772.4828516
366,679.8600996
367,682.5330806
368,702.8517384
369,773.2950512
370,692.5076552
371,730.7990549
372,728.725247
373,702.6578765
374,719.9272429
375,698.2181377
376,397.6408787
377,709.5603898
378,405.365993
379,677.0469553
380,397.7504671
381,850.386184
382,788.2194815
383,698.3696951
384,445.6459145
385,406.5415878
386,701.9095918
387,728.5562419
388,682.5382622
389,706.4571076
390,690.8608953
391,850.8639103
392,771.9737405
393,706.0481571
394,692.4658907
395,665.9844088
396,719.9926008
397,717.4018071
398,390.1197242
399,706.1514965
400,713.4466312
401,718.597592
402,700.8066352
403,704.6197732
404,699.8499832
405,732.4667314
406,730.1959725
407,712.4565614
408,844.4942909
409,399.7194361
410,749.3856511
411,749.6108629
412,743.3123837
413,352.524569
414,714.4112077
415,296.7386426
416,710.3758874
417,723.2787287
418,702.0320517
419,719.9318787
420,848.7713261
421,752.0260436
422,730.8256837
423,750.9566024
424,788.2621736
425,720.7243947
426,709.6250238
427,399.2310193
428,723.4709268
429,397.9173995
430,711.829067
431,722.404131
432,402.7002634
433,726.2199301
434,762.1178943
435,701.3427323
436,301.1229947
437,735.1095583
438,740.0687121
439,770.8894471
440,726.3167489
441,455.5705616
442,704.8610812
443,676.9229996
444,785.2242488
445,685.0029826
446,846.196318
447,715.1559119
448,708.7155633
449,710.4036636
450,196.5336441
451,723.5094358
452,756.7895259
453,699.0424747
454,680.5409402
455,783.3960481
456,483.5599736
457,731.7740415
458,400.421445
459,729.5850541
460,713.3862231
461,401.0695473
462,705.5522939
463,766.6559831
464,698.8039026
465,700.0231133
466,693.7659531
467,735.862907
468,400.3701199
469,708.6779573
470,788.5587817
471,696.9931073
472,751.335532
473,370.8665854
474,841.7992125
475,711.0816172
476,403.8689964
477,710.7120362
478,712.6544285
479,705.8833647
480,710.3130255
481,715.7547708
482,713.4596036
483,761.3770307
484,695.4246323
485,406.2002147
486,668.7630194
487,699.9979428
488,716.1696801
489,678.7716752
490,713.169364
491,737.6392929
492,688.8415917
493,394.483717
494,745.6859388
495,708.048883
496,751.8852889
497,677.5725484
498,664.0823706
499,715.1478265
500,728.7087939
501,752.3945548
502,175.8553075
503,676.041208
504,734.6715578
505,692.0160052
506,712.6424987
507,688.0171485
508,764.4015751
509,397.1848263
510,704.1363804
511,738.4861189
512,672.7304345
513,259.0584595
514,741.1840202
515,695.2793983
516,734.2379062
517,704.8576344
518,698.3433535
519,710.8022615
520,527.8316269
521,399.4806589
522,731.7815517
523,386.2710177
524,718.1652595
525,680.0605033
526,558.0330187
527,701.7682536
528,400.3137939
529,699.5006585
530,682.3759459
531,727.4332491
532,746.7443733
533,708.8416978
534,734.0104602
535,685.1528008
536,691.4673854
537,686.5967678
538,751.3903231
539,695.6528741
540,306.0925005
541,737.5813628
542,669.4267478
543,700.4007689
544,402.8558675
545,661.3954496
546,395.1164011
547,673.3476791
548,683.0463042
549,742.1084673
550,729.9847968
551,705.5955798
552,757.6782148
553,755.4973735
554,738.8675377
555,400.1785377
556,699.4511696
557,719.5511615
558,741.0090082
559,705.8345372
560,670.2738443
561,706.2413752
562,707.2401101
563,726.2703502
564,690.4921202
565,721.9472376
566,709.6667596
567,843.608157
568,730.3330429
569,699.5108797
570,751.6742777
571,769.9764154
572,675.7608742
573,859.534144
574,733.278557
575,712.8827035
576,721.476774
577,684.2715449
578,681.757795
579,742.5174831
580,709.7116496
581,732.4812264
582,748.0101342
583,699.9957297
584,712.8324003
585,750.0679283
586,737.9663643
587,752.2941926
588,722.2446421
589,748.8525288
590,731.879729
591,500.4805324
592,489.666821
593,710.1517112
594,705.0338959
595,719.6373394
596,730.6246974
597,687.36653
598,717.2634602
599,708.093118
600,749.5568607
601,834.2002505
602,716.4642543
603,852.2207362
604,728.0323394
605,759.4300027
606,705.7417623
607,680.4548898
608,718.7015144
609,731.7077003
610,610.6416082
611,665.1970711
612,722.0309232
613,679.1357806
614,445.2336599
615,698.7768389
616,750.9435989
617,679.4568395
618,700.6257877
619,396.8439761
620,695.7239427
621,413.8709225
622,765.480117
623,680.3185717
624,708.1445518
625,842.3392375
626,735.1276898
627,399.6059576
628,369.6005262
629,392.9656618
630,756.5497667
631,728.4739954
632,706.6885537
633,594.3776751
634,722.3573937
635,739.6932079
636,732.8168166
637,700.8572933
638,716.4923058
639,727.0019341
640,714.1389018
641,740.3143433
642,723.840008
643,394.6054605
644,849.0240009
645,725.9194805
646,672.7797343
647,703.8405188
648,392.6910623
649,701.6129401
650,687.4826399
651,401.8086331
652,705.9735455
653,723.8461587
654,392.1402763
655,752.4489994
656,730.243041
657,732.4657717
658,681.897062
659,723.936532
660,678.3099192
661,713.0616629
662,720.7682702
663,747.3654019
664,395.2311385
665,848.6072114
666,189.5181095
667,291.3116472
668,705.5565192
669,738.991711
670,696.9959155
671,843.8163504
672,711.2520518
673,723.2523218
674,691.0842934
675,737.4156313
676,405.1987835
677,695.6111991
678,732.5597223
679,745.6328853
680,742.8782406
681,725.9362826
682,725.8827865
683,736.0344501
684,749.3252868
685,665.2939663
686,750.033085
687,678.0684806
688,848.0820358
689,723.5240592
690,405.1313118
691,724.2983436
692,706.0747518
693,681.7149543
694,775.1826768
695,764.7115332
696,718.8929403
697,738.8153847
698,707.0973467
699,713.8656893
700,677.2482781
701,736.4561609
702,565.3823696
703,760.677991
704,695.806925
705,747.3063682
706,713.138646
707,733.8065363
708,709.4186379
709,709.7414029
710,697.0725048
711,295.4703292
712,743.2236218
713,397.5759774
714,715.8606626
715,753.3283509
716,668.4316845
717,676.5368963
718,402.9534746
719,699.8858895
720,722.9195091
721,305.8443362
722,663.6069666
723,724.5885657
724,712.3292832
725,393.2283576
726,688.8102471
727,731.0049942
728,850.543108
729,678.3020964
730,717.8624578
731,403.6096379
732,740.1165535
733,715.3631931
734,728.963347
735,706.1558607
736,700.873282
737,703.4204342
738,401.77038
739,744.1523273
740,725.6122988
741,733.8949758
742,843.9567778
743,711.2582186
744,733.122909
745,653.7544524
746,720.0095336
747,407.4951115
748,737.2305329
749,724.4797279
750,700.3643292
751,735.0082413
752,715.1563545
753,696.7990485
754,730.8203598
755,697.9128879
756,849.1282879
757,724.8278847
758,714.0040682
759,850.2084427
760,671.3141641
761,730.6335364
762,683.6710205
763,685.0881802
764,728.9551811
765,665.7878366
766,685.2704987
767,679.2614976
768,733.1897978
769,401.8012593
770,390.1194871
771,757.3288865
772,856.1089788
773,594.3234379
774,401.6684119
775,749.0556998
776,734.9773344
777,715.2412217
778,752.1716804
779,308.6031508
780,399.4370094
781,726.699607
782,706.8499184
783,758.992739
784,679.397448
785,750.4298012
786,290.74211
787,691.730038
788,725.4772522
789,745.8513523
790,622.6076388
791,684.1258362
792,730.0528327
793,678.4635682
794,707.0966903
795,718.3017838
796,399.8066489
797,403.1053382
798,717.4249599
799,707.6891074
800,751.5999843
801,675.4166111
802,532.280544
803,710.6067077
804,746.8068087
805,668.1618824
806,689.1884237
807,391.0937688
808,708.3700588
809,712.5448632
810,398.6437821
811,688.1752444
812,674.624196
813,672.4984613
814,704.6550594
815,403.1736958
816,755.2843351
817,709.40695
818,737.6517531
819,849.4433368
820,722.5982552
821,500.8063348
822,701.3955293
823,702.8844295
824,692.7503194
825,776.3247036
826,686.4831515
827,737.2369398
828,155.1322208
829,709.3573481
830,727.5144611
831,770.2047842
832,394.852835
833,375.7488036
834,769.1301269
835,678.2646741
836,718.3882741
837,406.5043758
838,402.0618607
839,367.7969784
840,676.2052431
841,750.0967321
842,716.1510294
843,502.1501869
844,854.5039239
845,848.3221354
846,383.0881262
847,702.7426582
848,749.7190795
849,682.7100669
850,731.4920919
851,849.9428249
852,402.1327956
853,743.8898535
854,760.3294927
855,680.8029609
856,713.7030234
857,728.7544039
858,704.1357826
859,750.3705208
860,714.9555869
861,667.616749
862,721.6688737
863,703.1908971
864,685.9681345
865,534.4547868
866,717.1049524
867,395.6663385
868,293.7770997
869,738.4320201
870,747.5714862
871,847.917205
872,770.9370776
873,404.2790514
874,745.9951884
875,714.6088317
876,375.3573771
877,680.529008
878,701.9414371
879,864.1774137
880,842.8277977
881,705.5081252
882,402.2122921
883,393.9126959
884,680.96779
885,543.1933174
886,703.4328753
887,702.4985067
888,701.3240447
889,398.176626
890,714.3936556
891,699.1112486
892,413.2460368
893,693.9721054
894,388.6539648
895,402.4469394
896,847.8103526
897,708.6463247
898,678.2704174
899,675.6676729
900,709.8186799
901,725.7099747
902,696.1527916
903,678.4410747
904,680.7421291
905,675.1499894
906,739.5571144
907,720.9078612
908,722.6137379
909,720.3930945
910,670.7636092
911,675.9119877
912,704.2205268
913,690.2932873
914,779.971439
915,688.3459319
916,715.7707433
917,717.3931221
918,675.299551
919,685.7033448
920,689.4568365
921,722.0980587
922,719.3536761
923,729.913497
924,691.1686626
925,691.7511417
926,752.2133181
927,693.359738
928,692.4609288
929,713.6629301
930,710.8513459
931,749.5344315
932,489.7695335
933,388.5131795
934,676.0775714
935,685.4067003
936,751.6713453
937,685.9179467
938,707.177411
939,728.9569106
940,667.9715728
941,842.7270968
942,702.6979257
943,712.7752793
944,405.6940578
945,749.0337956
946,703.6219156
947,706.2364983
948,718.3622495
949,714.145573
950,677.4748852
951,680.529401
952,762.5920909
953,712.0637724
954,737.234594
955,694.7990582
956,718.165368
957,714.6773782
958,717.9729707
959,727.7955892
960,707.7795777
961,411.2201494
962,718.2179152
963,677.8931985
964,675.7778547
965,707.8477104
966,708.6398706
967,698.8780861
968,853.0153747
969,717.4263072
970,706.405329
971,712.1428529
972,689.0093696
973,736.8642104
974,746.255605
975,734.7756331
976,714.196195
977,715.3120293
978,400.5671808
979,751.3938499
980,716.8988324
981,679.8364905
982,672.3249266
983,715.1382605
984,795.8067962
985,676.7917769
986,733.6557738
987,741.6965782
988,402.5957782
989,721.2878326
990,706.3226414
991,692.4076074
992,724.2410454
993,843.1126598
994,403.3234563
995,707.3897285
996,715.8314833
997,723.5047773
998,711.5557461
999,846.5805145
1000,400.2499573
1001,757.9217223
1002,710.2092591
1003,698.7397707
1004,714.1795202
1005,851.282086
1006,297.1932512
1007,727.7059129
1008,734.2062751
1009,408.8099486
1010,733.7207449
1011,397.135883
1012,733.36508
1013,782.2295973
1014,493.4510509
1015,716.1776939
1016,724.9028094
1017,673.0378585
1018,709.9879501
1019,764.490738
1020,737.3894589
1021,676.6031833
1022,752.3070358
1023,714.4398138
1024,748.4030092
1025,706.7006534
1026,783.5219594
1027,721.7515494
1028,701.9613815
1029,740.4980716
1030,759.5904924
1031,737.5306941
1032,737.222802
1033,753.868604
1034,397.3004086
1035,848.2948747
1036,688.2395116
1037,717.0330372
1038,719.5719192
1039,722.4428736
1040,706.2738489
1041,675.3253237
1042,714.8075897
1043,752.3208785
1044,708.4192531
1045,676.6643124
1046,674.3495351
1047,741.3524273
1048,677.4946315
1049,738.2357723
1050,681.950722
1051,710.9129954
1052,710.5024584
1053,702.4535772
1054,684.4236365
1055,377.7950754
1056,848.3999809
1057,403.8180149
1058,709.2717508
1059,751.9733831
1060,716.0012493
1061,720.5499302
1062,399.2224368
1063,738.6922844
1064,678.5352774
1065,736.8940306
1066,410.6630285
1067,728.3880016
1068,686.9671887
1069,696.0832005
1070,722.2335528
1071,704.2629621
1072,703.9055556
1073,261.6834249
1074,232.6202064
1075,684.4974925
1076,705.5510408
1077,545.1291459
1078,706.6259773
1079,752.4877336
1080,728.9445429
1081,704.8233063
1082,684.7780285
1083,846.1415434
1084,736.5013848
1085,751.7317965
1086,402.7334465
1087,411.2792516
1088,702.3605482
1089,405.6928597
1090,367.0529203
1091,396.4004037
1092,692.9779812
1093,672.7345303
1094,690.1136852
1095,673.7576395
1096,401.1671985
1097,699.5917703
1098,723.0081857
1099,674.5348274
1100,759.1958659
1101,708.0134068
1102,722.9452847
1103,404.3322007
1104,701.4495746
1105,722.8632338
1106,407.0368902
1107,721.7368101
1108,730.0131755
1109,780.5229838
1110,767.9534111
1111,144.9645117
1112,849.7272893
1113,681.5894288
1114,688.6908516
1115,704.0518333
1116,693.2535297
1117,699.3128037
1118,691.6375994
1119,733.3651228
1120,289.8814225
1121,680.0702829
1122,714.707057
1123,842.8746834
1124,405.0491922
1125,708.5909249
1126,729.3399924
1127,754.8011793
1128,726.7166837
1129,727.3398693
1130,702.5052025
1131,406.4873104
1132,708.6997523
1133,399.8647366
1134,398.3369582
1135,679.7364857
1136,674.6486637
1137,467.8515489
1138,687.2045655
1139,676.3957923
1140,699.6126232
1141,680.3512015
1142,733.5052424
1143,755.2466455
1144,731.8992347
1145,744.4873888
1146,699.1060028
1147,707.7225428
1148,420.7717347
1149,706.2617464
1150,847.1564242
1151,708.264148
1152,691.4055695
1153,709.6389627
1154,706.8026947
1155,743.8191834
1156,684.8724879
1157,753.1201148
1158,741.2311782
1159,491.4866613
1160,710.9923092
1161,695.4786131
1162,720.2573463
1163,718.7368054
1164,852.8791886
1165,763.8915011
1166,782.2467155
1167,775.2871981
1168,714.1524942
1169,396.3334761
1170,744.8379649
1171,748.1552061
1172,435.9394784
1173,685.4626527
1174,729.5533303
1175,694.5124736
1176,693.9520617
1177,737.6359447
1178,739.8459316
1179,736.3315193
1180,722.168228
1181,722.7478111
1182,755.6838435
1183,400.0804649
1184,719.1301362
1185,781.5907241
1186,710.8930279
1187,729.3423562
1188,699.2523937
1189,706.3408928
1190,701.3703845
1191,749.5708898
1192,760.3450126
1193,760.4739839
1194,676.746907
1195,711.545083
1196,716.476605
1197,471.9673373
1198,573.9048549
1199,840.1659614
1200,695.1422955
1201,775.2596892
1202,755.2049572
1203,499.1246416
1204,403.8664997
1205,510.9555695
1206,706.8253217
1207,782.5874738
1208,674.5991639
1209,702.766193
1210,410.8716507
1211,700.9673406
1212,398.4141354
1213,679.5672423
1214,846.5027876
1215,846.3032827
1216,692.4968642
1217,401.4222092
1218,729.1745121
1219,716.8913875
1220,736.077377
1221,844.0994984
1222,679.9535398
1223,726.4934525
1224,715.4689682
1225,400.7188255
1226,727.1444821
1227,739.2694211
1228,712.5284408
1229,740.3493928
1230,709.6338296
1231,402.4145767
1232,699.5605854
1233,684.3756685
1234,743.4879617
1235,733.2224502
1236,692.3415961
1237,676.7926292
1238,771.2445794
1239,844.3434322
1240,398.3001409
1241,734.6162
1242,684.0001825
1243,667.1125759
1244,698.992785
1245,383.5517976
1246,844.463777
1247,752.4188087
1248,403.4821896
1249,724.4236188
1250,709.9894884
1251,732.073553
1252,541.0864344
1253,677.7684891
1254,723.8240031
1255,849.8535594
1256,680.9484286
1257,678.6634651
1258,745.6241093
1259,727.2796226
1260,722.9065388
1261,773.6478985
1262,716.3591866
1263,720.6711898
1264,751.5286187
1265,740.4109108
1266,402.3062996
1267,771.2732097
1268,743.5829477
1269,729.1550739
1270,696.2140205
1271,729.8880902
1272,700.4018015
1273,541.0089234
1274,734.0893834
1275,710.707522
1276,682.1132295
1277,675.8286644
1278,678.4780671
1279,393.3805693
1280,779.514832
1281,703.7194451
1282,707.8139802
1283,702.2440373
1284,751.2626225
1285,412.7943005
1286,746.6506864
1287,764.370581
1288,396.8426341
1289,406.4354297
1290,769.5867795
1291,759.7423238
1292,724.0609922
1293,708.5066555
1294,707.4391883
1295,674.3056946
1296,730.8519556
1297,403.1241101
1298,747.6782856
1299,701.1087868
1300,703.4107395
1301,701.3751357
1302,678.2552367
1303,698.1391661
1304,842.2002913
1305,703.890555
1306,731.5966486
1307,681.4200325
1308,749.0144418
1309,751.5676206
1310,768.4133108
1311,731.0167701
1312,767.3246609
1313,707.6697956
1314,399.136658
1315,770.1136634
1316,851.9538401
1317,404.9052272
1318,840.8346306
1319,680.9439633
1320,707.4729112
1321,705.2554034
1322,779.6401639
1323,679.480182
1324,717.7493507
1325,789.7111403
1326,743.2933006
1327,703.4011104
1328,717.3696601
1329,750.3905028
1330,666.3884948
1331,401.0787414
1332,703.4344127
1333,701.5483553
1334,720.6732767
1335,724.2719173
1336,483.1244979
1337,717.4811654
1338,715.7308833
1339,703.947316
1340,704.1562636
1341,675.7616974
1342,683.2402942
1343,677.2695496
1344,723.8414208
1345,676.5777045
1346,400.3421511
1347,716.4900609
1348,699.6117305
1349,840.6903992
1350,749.2869703
1351,851.4956992
1352,724.8649542
1353,705.6566928
1354,719.7591906
1355,681.2103171
1356,853.8954312
1357,383.2869274
1358,401.002635
1359,711.8382895
1360,779.4864582
1361,293.6599647
1362,684.6841676
1363,722.2577213
1364,721.3761327
1365,400.0424742
1366,681.5850373
1367,677.5184143
1368,751.6478664
1369,730.3991719
1370,726.8499985
1371,700.3189457
1372,742.2158887
1373,733.6063918
1374,735.0039509
1375,708.3354541
1376,713.1028111
1377,701.7890255
1378,750.0868564
1379,722.3589167
1380,386.0156285
1381,571.0583544
1382,399.0041657
1383,690.570279
1384,749.8086395
1385,695.0442657
1386,708.6245242
1387,702.9510813
1388,729.7412189
1389,701.2904953
1390,705.1552836
1391,706.6216021
1392,750.6867459
1393,712.1668089
1394,394.1838214
1395,694.2464121
1396,293.3442311
1397,775.2711727
1398,748.7870705
1399,702.6863287
1400,729.0323882
1401,242.9102658
1402,742.7335254
1403,753.0135134
1404,708.4632188
1405,750.040568
1406,520.9887981
1407,753.0203019
1408,398.1176105
1409,402.305081
1410,753.754353
1411,704.4247562
1412,679.9139683
1413,705.6791542
1414,696.7777558
1415,720.2059049
1416,606.9687153
1417,752.3782237
1418,394.7581658
1419,701.5289958
1420,402.1924784
1421,741.6779032
1422,685.3739273
1423,393.5272265
1424,716.1746721
1425,682.3573025
1426,703.3220656
1427,402.2717446
1428,742.4088156
1429,399.2530015
1430,395.0075656
1431,710.9656706
1432,723.116212
1433,846.8267853
1434,708.8315193
1435,549.2147601
1436,689.9925839
1437,703.5952423
1438,702.5581352
1439,681.855389
1440,841.5518754
1441,744.4922376
1442,724.3438746
1443,774.750572
1444,723.6665544
1445,712.1681913
1446,695.4202099
1447,719.030496
1448,692.8170092
1449,737.7999207
1450,749.2870232
1451,723.9151517
1452,718.9236076
1453,735.7080506
1454,696.126044
1455,705.5102062
1456,667.2956322
1457,675.6329594
1458,750.7483413
1459,846.4110564
1460,704.996361
1461,763.0759837
1462,747.4837336
1463,843.6796017
1464,702.5277041
1465,723.357623
1466,750.9727838
1467,773.8815841
1468,726.7121
1469,705.8490512
1470,699.7475356
1471,723.2828156
1472,684.9576684
1473,704.3323315
1474,724.6213205
1475,735.8652586
1476,402.2124492
1477,680.022847
1478,673.5144474
1479,756.7911311
1480,693.4301073
1481,678.8669299
1482,706.0977854
1483,680.3271636
1484,723.0818162
1485,720.9701343
1486,713.3196901
1487,744.1233751
1488,397.6544099
1489,752.9403674
1490,700.9760787
1491,715.2189971
1492,521.3396925
1493,296.0723665
1494,750.9115425
1495,675.1536915
1496,771.5664151
1497,723.795385
1498,698.0332963
1499,710.7839543
1500,698.3247355
1501,705.6644023
1502,685.1198412
1503,671.7392619
1504,848.5340034
1505,757.9569632
1506,683.6073338
1507,678.3418832
1508,752.1181317
1509,654.9183997
1510,716.7944598
1511,714.958336
1512,685.8577345
1513,846.6515805
1514,747.2707981
1515,680.9340933
1516,779.3324174
1517,397.0686176
1518,685.953898
1519,678.5005888
1520,398.9100765
1521,741.9108617
1522,413.7936528
1523,371.6932565
1524,812.6595311
1525,700.1162452
1526,326.8712795
1527,697.2178606
1528,706.2055937
1529,705.4580815
1530,715.2586075
1531,402.2744938
1532,688.3889885
1533,783.2292892
1534,673.7872159
1535,746.8384674
1536,722.7775631
1537,856.2775804
1538,678.0023051
1539,768.2335644
1540,706.2424773
1541,681.8610392
1542,700.9623963
1543,742.6322448
1544,675.73354
1545,404.7659183
1546,714.6163618
1547,725.3771157
1548,677.9265026
1549,762.5942041
1550,850.8381332
1551,726.0202602
1552,753.619277
1553,733.0016658
1554,768.2766942
1555,687.2784177
1556,677.9421492
1557,385.8248162
1558,710.075013
1559,682.9612455
1560,701.7566072
1561,853.8986094
1562,677.6613827
1563,773.7133542
1564,842.642289
1565,680.0539087
1566,707.9759574
1567,678.0192944
1568,707.8292945
1569,197.1826125
1570,412.6897787
1571,713.2358127
1572,715.3849986
1573,708.5881705
1574,728.8357089
1575,731.3982468
1576,678.533936
1577,711.3156609
1578,687.4652652
1579,374.113472
1580,727.5501059
1581,702.5453505
1582,403.8951879
1583,679.4996844
1584,454.873587
1585,703.784666
1586,725.5835563
1587,414.3871319
1588,750.249256
1589,708.4732299
1590,704.5191911
1591,710.1019856
1592,701.2572921
1593,722.1508706
1594,738.8583512
1595,702.0577207
1596,782.8563304
1597,742.3962148
1598,403.6905085
1599,850.5626846
1600,700.2727014
1601,412.7512586
1602,734.5623047
1603,842.2578699
1604,741.0800236
1605,707.3600104
1606,737.1767732
1607,726.7564553
1608,781.490202
1609,708.8043033
1610,703.8715922
1611,707.7122717
1612,713.2059255
1613,401.7283006
1614,852.4066205
1615,728.6291914
1616,727.5863665
1617,703.1261098
1618,706.7964158
1619,711.2199971
1620,725.28088
1621,401.2864296
1622,710.150204
1623,685.8298575
1624,735.3882315
1625,731.6154684
1626,286.2878669
1627,844.7773995
1628,711.9302998
1629,692.8740502
1630,837.2098632
1631,703.2461613
1632,682.5628293
1633,738.8464692
1634,304.533947
1635,749.4058462
1636,709.1757818
1637,736.633205
1638,720.0230455
1639,376.0024741
1640,292.1892199
1641,697.826329
1642,680.2021621
1643,709.4835031
1644,733.4666253
1645,732.2048874
1646,712.5459231
1647,405.901317
1648,682.080837
1649,739.3010471
1650,745.7294326
1651,688.5350928
1652,378.5514593
1653,758.1411295
1654,666.9230632
1655,398.6039731
1656,860.783881
1657,731.3215292
1658,304.1228606
1659,721.2972914
1660,400.602942
1661,680.9378794
1662,725.2768624
1663,695.3350906
1664,748.1846853
1665,751.4182677
1666,748.6417473
1667,846.3125119
1668,777.655182
1669,695.5946843
1670,746.3811243
1671,724.0805997
1672,720.6441347
1673,747.4905605
1674,692.0020769
1675,730.7611215
1676,677.156356
1677,739.0001846
1678,761.5342921
1679,722.6068176
1680,404.3930555
1681,731.6045439
1682,674.4131317
1683,702.2956218
1684,393.3537287
